tweets,y_true,y_pred,y_pred_2
i cnt stop laughing abt the goat scholarship i swear,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
after he let her sleep in the lobby of a hotel while he was upstairs fucking someone else,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
feel like ive heard this opinion on donald glover somewhere before,thinking_face,folded_hands,rolling_on_the_floor_laughing
see you this weekend brooklyn two sold out shows at avant gardner 140 stewart avenue,folded_hands,folded_hands,thinking_face
we thank you father for a new day and the precious gift of life,folded_hands,folded_hands,rolling_on_the_floor_laughing
college students should not have to pay for graduation,person_facepalming,person_facepalming,weary_face
thank you,folded_hands,rolling_on_the_floor_laughing,folded_hands
sooo emily want her ass beat,thinking_face,person_facepalming,weary_face
niggas who say they with the shits are really not with the shits,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
precious crinkles is still waiting phoenix arizona please,folded_hands,folded_hands,rolling_on_the_floor_laughing
more blessings to come,folded_hands,folded_hands,rolling_on_the_floor_laughing
back in sa safe amp sound,folded_hands,folded_hands,rolling_on_the_floor_laughing
could john stones cost us dearly in the world cup,thinking_face,thinking_face,folded_hands
always someone ranting about meat then be liiike i dont eat meat i eat fish oh really,thinking_face,rolling_on_the_floor_laughing,person_facepalming
we not a secret we just not yall business,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
is it too late to stream,thinking_face,rolling_on_the_floor_laughing,person_facepalming
when you telling a story and you get interrupted,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
may or may not have hijacked my dads stretch limo so i could play this and dance like a happy idiot,weary_face,weary_face,thinking_face
power season 5 is crazy im gonna have you on edge till you like,person_facepalming,person_facepalming,weary_face
ion care if you was 9 and you know it,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
you just too fine,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
lucas about to beat ten for saying he has lots of girlfriends,weary_face,rolling_on_the_floor_laughing,person_facepalming
love you too fannan,folded_hands,rolling_on_the_floor_laughing,person_facepalming
im abouta nuttt thinking about the 73 hour nap i better fucking encounter tonight,weary_face,thinking_face,rolling_on_the_floor_laughing
this is what i prayed for,folded_hands,folded_hands,rolling_on_the_floor_laughing
my brother taking his girlfriend her vday gift i cant,weary_face,weary_face,rolling_on_the_floor_laughing
hi please play mic drop remix on today were eager to hear it,folded_hands,folded_hands,person_facepalming
230pm later kms pls lemme get a decent result,folded_hands,folded_hands,person_facepalming
so i retweeted this this morning and my chemistry grade went from a 77 to an 85,folded_hands,person_facepalming,weary_face
john legend needs to hurry up and sign this dog,weary_face,weary_face,folded_hands
big sean just boosted the niggas aint shit movement,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
dear daesungour smiling now its ur turn to start a new chapter of ur life,folded_hands,folded_hands,weary_face
do you guys remember how lit this was,weary_face,rolling_on_the_floor_laughing,thinking_face
i j u s t w a n t t o t h a n k g o d f o r e v e r y t h i n g retweet if you do,folded_hands,folded_hands,weary_face
whenwhen when wherewherewhere pls come to north sweden,folded_hands,folded_hands,person_facepalming
i just pictured someone trying to type like that,thinking_face,person_facepalming,rolling_on_the_floor_laughing
this kid is now 25 points away from becoming the youngest player ever to hit 3000 career points,folded_hands,thinking_face,rolling_on_the_floor_laughing
cant lie that shit hurts man,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
thank you for those who support and believe in us from the beginning and we have give our best to come this far,folded_hands,folded_hands,weary_face
they need to fire whoever drew that,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
february is going by so quick and january took forever,weary_face,person_facepalming,weary_face
almost at a month no meat thanks to my inspo by the end of 2018 i will be completely,folded_hands,folded_hands,weary_face
fuck fortnite you trynna fucktonite,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
its about that time,folded_hands,rolling_on_the_floor_laughing,person_facepalming
for some reason it look kind he did that shit on purpose cuz whole time the truck aint stop,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i thought itd be cool to show off my dogs athleticism until i realized he had no self control,person_facepalming,person_facepalming,thinking_face
unstoppable,thinking_face,rolling_on_the_floor_laughing,person_facepalming
im single i take to whoever whenever i want,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
praying,folded_hands,rolling_on_the_floor_laughing,person_facepalming
yall gotta do better,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
just when i thought 3 miles was dumb here comes the 1 mile,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
trinna get on this gas and laugh by my damn self,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
we not a secret we just not yall business,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
literally one of the worst pains ive ever gone through,weary_face,person_facepalming,weary_face
ayo 510 cut me some slack,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
its okay i threw it away i didnt want to remember my pendejadas,person_facepalming,person_facepalming,weary_face
10k bank alert from you will make me happy sir,folded_hands,folded_hands,rolling_on_the_floor_laughing
he hit that man with a shovel he deserved that ass beating,weary_face,weary_face,rolling_on_the_floor_laughing
thoughts on getting your ass ate tbh i thought i was in love when it happened to me,weary_face,thinking_face,person_facepalming
please share this with as many people as you can through as many social media platforms as you can,folded_hands,folded_hands,person_facepalming
its not even bout me in this pic its about the alien hand that took the pic,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,weary_face
quiero,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
admire me like this,weary_face,rolling_on_the_floor_laughing,person_facepalming
ur so good to me,weary_face,rolling_on_the_floor_laughing,person_facepalming
anyone who can donate onegtive blood pls call 7522052 9930909 pls rt,folded_hands,folded_hands,person_facepalming
and full circle note the chatty reps jordan meadows gaetz,thinking_face,rolling_on_the_floor_laughing,folded_hands
not my que,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
what an incredible night thank you for all the messages,folded_hands,folded_hands,rolling_on_the_floor_laughing
so sick of this snow mexico in a month fam,folded_hands,person_facepalming,weary_face
ima keep screaming it out loud,folded_hands,rolling_on_the_floor_laughing,person_facepalming
thank you so much,folded_hands,folded_hands,rolling_on_the_floor_laughing
on meee black people hilarious,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
hope you all enjoyed me and first performance of on,folded_hands,folded_hands,rolling_on_the_floor_laughing
i dont remember this part of fergalicious,thinking_face,rolling_on_the_floor_laughing,person_facepalming
missing this bathroom already,weary_face,rolling_on_the_floor_laughing,person_facepalming
thats all left hmm,weary_face,rolling_on_the_floor_laughing,person_facepalming
i mean like award shows cant count numbers,person_facepalming,rolling_on_the_floor_laughing,thinking_face
story over this gif made my heart drop,weary_face,rolling_on_the_floor_laughing,folded_hands
just officially turned 6 years sober so grateful for another year of joy health and happiness it is possible,folded_hands,folded_hands,weary_face
why the hell did he leave that maybe he got complacent,person_facepalming,thinking_face,rolling_on_the_floor_laughing
why is lee pace like this lmaoo,weary_face,rolling_on_the_floor_laughing,thinking_face
obviously im talking to a bot,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
hold up,thinking_face,rolling_on_the_floor_laughing,person_facepalming
valley girls go to pismo once and post a different pic of it every week talkin bout take me back,weary_face,thinking_face,rolling_on_the_floor_laughing
happy birthday to this dude is one of my favorite artists and inspirations out there,folded_hands,folded_hands,rolling_on_the_floor_laughing
crazy part is i be wanting to do so much amp cant hang,person_facepalming,person_facepalming,weary_face
my sister is a cancer and thats just as worse,person_facepalming,person_facepalming,folded_hands
mfs always wanna call something petty when they gotta give it back bitch it wasnt petty when i gave it to yo ass,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
